student_id,first_name,last_name,age,sex,civil_status,region,province,municipality,barangay_type,year_level,course,course_category,gwa_percentage,gwa_numeric_1to5,family_annual_income_php,family_size,is_solo_parent_dependent,is_pwd,is_indigenous_people,is_4ps_beneficiary,is_ofw_dependent,parents_occupation,high_school_type,shs_strand,enrolled_hei_type,has_existing_scholarship,scholarship_label
12187,Christian,Estrada,19,Male,Single,Region II,Nueva Vizcaya,Cauayan City,Rural,1,BS Statistics,Science,90.93,2.21,214000.0,6.0,No,No,No,No,No,Driver/Tricycle Operator,Public,STEM,SUC,No,DOST Undergraduate Scholarship
12188,Rhea,Bernardo,19,Male,Single,Region II,Isabela,Roxas,Rural,3,BS Nutrition and Dietetics,Health Sciences,92.95,1.94,80000.0,8.0,No,No,Yes,No,Yes,Vendor/Small Business,Public,STEM,Private HEI,No,DOST Undergraduate Scholarship
12189,Ryan,Ramos,19,Female,Single,Region II,Isabela,Divilacan,Urban,2,BS Environmental Science,Science,93.47,1.87,150000.0,8.0,No,No,No,No,No,Farmer,Public,STEM,Private HEI,No,DOST Undergraduate Scholarship
12190,Rommel,Lagman,20,Male,Married,Region I,La Union,Municipal Hall Area,Urban,3,BS Midwifery,Health Sciences,88.89,2.48,180000.0,8.0,No,No,No,No,No,Driver/Tricycle Operator,Public,STEM,SUC,No,DOST Undergraduate Scholarship
12191,Precious,Ilagan,20,Male,Single,Region V,Sorsogon,City Proper,Rural,2,BS Chemistry,Science,85.83,2.89,313000.0,9.0,No,No,No,No,No,Farmer,Public,STEM,LUC,No,DOST Undergraduate Scholarship
12192,Yna,Panganiban,21,Female,Single,Region II,Isabela,Reina Mercedes,Urban,2,BS Statistics,Science,93.85,1.82,268000.0,8.0,No,No,No,No,No,Construction Worker,Private,STEM,SUC,No,DOST Undergraduate Scholarship
12193,Kenneth,Gonzales,18,Male,Single,Region II,Isabela,Alicia,Urban,2,BS Information Systems,IT/Computing,91.31,2.16,162000.0,8.0,Yes,No,No,No,Yes,Private Employee,Public,STEM,SUC,No,DOST Undergraduate Scholarship
12194,Angelo,Valencia,20,Male,Single,Region II,Nueva Vizcaya,Other City/Municipality,Rural,3,BS Electronics Engineering,Engineering,90.62,2.25,333000.0,6.0,No,No,No,Yes,No,Private Employee,Public,STEM,SUC,No,DOST Undergraduate Scholarship
12195,Grace,Panganiban,19,Female,Single,Region II,Isabela,Reina Mercedes,Rural,4,BS Chemical Engineering,Engineering,98.39,1.21,381000.0,5.0,No,No,No,No,No,Driver/Tricycle Operator,Public,STEM,Private HEI,No,DOST Undergraduate Scholarship
12196,Glenda,Dela Cruz,22,Male,Single,Region II,Nueva Vizcaya,Santiago City,Rural,1,BS Statistics,Science,90.99,2.2,391000.0,8.0,Yes,No,No,No,No,Construction Worker,Public,STEM,LUC,No,DOST Undergraduate Scholarship
12197,Precious,Valencia,21,Female,Single,CAR,Benguet,City Proper,Rural,1,BS Chemistry,Science,90.14,2.31,169000.0,4.0,No,No,No,No,No,OFW,Public,STEM,Unknown,No,DOST Undergraduate Scholarship
12198,Juan,Ilagan,18,Female,Single,Region II,Nueva Vizcaya,Cabagan,Urban,4,BS Biology,Science,85.26,2.97,398000.0,7.0,No,No,No,No,No,Unemployed,Public,STEM,Private HEI,No,DOST Undergraduate Scholarship
12199,Kristine,Bernardo,22,Female,Single,Region V,Camarines Sur,Municipal Hall Area,Rural,4,BS Chemistry,Science,87.99,2.6,345000.0,5.0,No,No,No,No,Yes,Private Employee,Public,STEM,Unknown,No,DOST Undergraduate Scholarship
12200,Precious,Santos,21,Male,Married,Region II,Cagayan,Echague,Rural,2,Bachelor of Elementary Education,Education,80.08,3.66,726000.0,6.0,No,No,No,No,No,Fisherfolk,Public,Academic (HUMSS/GAS),Private HEI,No,No Scholarship Recommended
12201,Lovely,Panganiban,19,Female,Single,Region II,Isabela,Santiago City,Rural,2,BA Communication,Social Sciences,85.11,2.99,665000.0,2.0,No,No,No,No,No,Unemployed,Public,Academic (HUMSS/GAS),Private HEI,Yes,No Scholarship Recommended
12202,Zara,Durano,22,Male,Married,Region II,Cagayan,Santiago City,Rural,2,Bachelor of Secondary Education,Education,83.58,3.19,704000.0,6.0,No,No,No,No,No,Sugarcane Farmer,Public,STEM,Private HEI,No,No Scholarship Recommended
12203,Marvin,Cabauatan,21,Female,Single,Region II,Isabela,Cabagan,Rural,4,BS Physics,Science,81.39,3.48,834000.0,4.0,Yes,No,No,No,No,Sugarcane Farmer,Public,STEM,Unknown,No,No Scholarship Recommended
12204,Maria,Aquino,22,Female,Single,Region V,Albay,Town Center,Rural,2,BS Nutrition and Dietetics,Health Sciences,81.73,3.44,630000.0,3.0,No,No,No,No,No,Self-Employed,Private,STEM,Private HEI,No,No Scholarship Recommended
12205,Lovely,Santiago,20,Female,Single,Region II,Nueva Vizcaya,San Agustin,Rural,1,Bachelor of Elementary Education,Education,83.76,3.17,776000.0,6.0,No,No,No,No,No,Vendor/Small Business,Private,STEM,LUC,No,No Scholarship Recommended
12206,Patricia,Bautista,23,Male,Single,Region VIII,Davao del Sur,Municipal Hall Area,Rural,3,BS Marketing Management,Business,83.86,3.15,664000.0,3.0,No,No,No,No,No,Farmer,Private,ABM,Private HEI,No,No Scholarship Recommended
12207,Lovely,Cagurangan,25,Female,Single,Region II,Cagayan,San Agustin,Urban,4,BS Financial Management,Business,80.88,3.55,876000.0,6.0,No,No,No,No,No,Vendor/Small Business,Public,ABM,SUC,No,No Scholarship Recommended
12208,Arjay,Ramos,25,Male,Married,Region II,Isabela,Cauayan City,Urban,2,BS Information Technology,IT/Computing,83.56,3.19,508000.0,9.0,Yes,No,No,No,No,Self-Employed,Public,STEM,Private HEI,Yes,No Scholarship Recommended
12209,Carlo,Fernandez,20,Female,Single,Region II,Cagayan,Reina Mercedes,Rural,1,BS Medical Technology,Health Sciences,84.25,3.1,861000.0,6.0,No,No,No,No,No,Vendor/Small Business,Public,STEM,Private HEI,No,No Scholarship Recommended
12210,Rommel,Rivera,19,Male,Single,Region II,Isabela,Santiago City,Rural,2,BS Agriculture,Agriculture,81.08,3.52,622000.0,5.0,No,No,No,No,No,Coconut Farmer,Public,STEM,SUC,No,No Scholarship Recommended
12211,Kenneth,Tobias,22,Male,Single,Region III,Mountain Province,Other City/Municipality,Rural,4,BS Tourism Management,Hospitality,80.19,3.64,748000.0,5.0,No,No,No,No,No,OFW,Public,STEM,Private HEI,No,No Scholarship Recommended
12212,Joanna,Lagman,25,Male,Single,NCR,Other Province,Municipal Hall Area,Rural,4,BA Political Science,Social Sciences,76.05,4.19,802000.0,8.0,Yes,No,Yes,No,No,Government Employee,Public,STEM,SUC,No,No Scholarship Recommended
12213,Maria,Manalo,21,Female,Single,Region II,Nueva Vizcaya,Ilagan City,Rural,4,BS Civil Engineering,Engineering,79.46,3.74,670000.0,5.0,No,No,Yes,No,No,Private Employee,Private,STEM,Private HEI,No,No Scholarship Recommended
12214,Florante,Fernandez,23,Male,Single,Region III,Zambales,Municipal Hall Area,Urban,3,BA Communication,Social Sciences,77.21,4.04,780000.0,4.0,No,No,No,No,No,Unemployed,Private,Academic (HUMSS/GAS),SUC,No,No Scholarship Recommended
12215,Hannah,Soriano,23,Male,Single,Region V,Camarines Sur,Other City/Municipality,Urban,4,BS Fisheries,Agriculture,77.18,4.04,780000.0,3.0,No,No,No,No,No,Private Employee,Public,STEM,Private HEI,No,No Scholarship Recommended
12216,Gina,Cagurangan,23,Male,Single,Region VI,Other Province,Municipal Hall Area,Rural,1,BS Agricultural Economics,Agriculture,78.13,3.92,673000.0,4.0,No,No,No,No,No,Sugarcane Farmer,Public,STEM,SUC,No,No Scholarship Recommended
12217,Arjay,Cabauatan,25,Female,Single,Region II,Quirino,Reina Mercedes,Rural,1,BS Information Systems,IT/Computing,84.13,3.12,791000.0,7.0,No,No,Yes,No,No,Construction Worker,Private,STEM,SUC,Yes,No Scholarship Recommended
12218,Maricris,Caballero,18,Male,Single,Region II,Quirino,Divilacan,Urban,3,BS Hospitality Management,Hospitality,81.47,3.47,608000.0,4.0,No,No,No,No,No,Self-Employed,Public,STEM,Private HEI,Yes,No Scholarship Recommended
12219,Noel,Mendoza,19,Female,Single,Region II,Nueva Vizcaya,San Agustin,Rural,4,BS Information Systems,IT/Computing,84.76,3.03,694000.0,7.0,Yes,No,No,No,No,Sugarcane Farmer,Public,STEM,SUC,No,No Scholarship Recommended
12220,Kristine,Torres,21,Female,Single,Region II,Isabela,Burgos,Urban,1,BS Psychology,Social Sciences,83.51,3.2,756000.0,7.0,No,No,No,No,No,Private Employee,Private,Academic (HUMSS/GAS),SUC,No,No Scholarship Recommended
12221,Kenneth,Javier,25,Female,Single,Region III,Davao del Sur,Municipal Hall Area,Urban,2,BS Computer Science,IT/Computing,82.45,3.34,818000.0,3.0,Yes,No,No,No,No,Government Employee,Private,STEM,SUC,No,No Scholarship Recommended
12222,John,Tobias,25,Male,Single,Region II,Isabela,Naguilian,Urban,1,BS Medical Technology,Health Sciences,83.48,3.2,658000.0,4.0,No,No,No,No,No,Sugarcane Farmer,Private,STEM,SUC,No,No Scholarship Recommended
12223,Hannah,Panganiban,21,Female,Single,Region II,Isabela,Alicia,Urban,1,BS Accountancy,Business,81.23,3.5,640000.0,7.0,No,No,No,No,No,OFW,Private,STEM,SUC,No,No Scholarship Recommended
12224,Joanna,Pascual,24,Male,Single,Region V,Sorsogon,City Proper,Rural,1,BS Chemical Engineering,Engineering,85.27,2.96,805000.0,6.0,No,No,No,No,No,Government Employee,Private,STEM,LUC,No,No Scholarship Recommended
12225,Florante,Mendoza,20,Female,Single,Region I,Pangasinan,Other City/Municipality,Urban,1,BS Information Technology,IT/Computing,78.92,3.81,841000.0,5.0,No,No,No,No,No,Fisherfolk,Public,STEM,SUC,No,No Scholarship Recommended
12226,Bryan,Soriano,19,Female,Married,Region I,La Union,City Proper,Rural,3,BS Nutrition and Dietetics,Health Sciences,80.63,3.58,787000.0,7.0,No,No,No,No,No,Government Employee,Public,STEM,Private HEI,No,No Scholarship Recommended
12227,Renz,Hernandez,18,Female,Single,Region II,Isabela,Alicia,Urban,3,BS Fisheries,Agriculture,79.72,3.7,671000.0,8.0,No,No,No,No,Yes,Farmer,Public,STEM,Private HEI,No,No Scholarship Recommended
12228,Jessa,Santos,21,Female,Single,Region II,Isabela,Divilacan,Rural,4,BS Agricultural Education,Education,87.76,2.63,702000.0,5.0,No,No,No,No,No,OFW,Public,STEM,SUC,No,No Scholarship Recommended
12229,Kenneth,Rivera,20,Female,Single,Region II,Nueva Vizcaya,Cauayan City,Urban,4,BS Marketing Management,Business,78.49,3.87,719000.0,4.0,No,No,No,No,No,Farmer,Private,ABM,SUC,No,No Scholarship Recommended
12230,Angela,Villanueva,24,Male,Single,CAR,Ifugao,City Proper,Rural,1,BS Computer Engineering,Engineering,85.21,2.97,890000.0,6.0,No,No,No,No,No,Construction Worker,Public,STEM,SUC,No,No Scholarship Recommended
12231,Daniel,Agcaoili,23,Male,Single,Region II,Nueva Vizcaya,Echague,Rural,3,BS Hotel and Restaurant Management,Hospitality,75.93,4.21,783000.0,4.0,No,No,No,No,No,OFW,Public,STEM,SUC,No,No Scholarship Recommended
12232,Angela,Navarro,21,Female,Single,Region VIII,Bulacan,Town Center,Rural,2,BS Computer Science,IT/Computing,81.05,3.53,574000.0,6.0,Yes,No,No,No,No,OFW,Public,STEM,SUC,No,No Scholarship Recommended
12233,Michael,Ybañez,21,Male,Single,Region I,Other Province,Town Center,Rural,2,BS Financial Management,Business,80.06,3.66,706000.0,6.0,No,No,No,No,No,Self-Employed,Private,STEM,Private HEI,No,No Scholarship Recommended
12234,Rowena,Ballesteros,20,Female,Married,Region III,Pampanga,Municipal Hall Area,Rural,3,BS Physics,Science,77.13,4.05,759000.0,4.0,No,No,No,No,No,Vendor/Small Business,Public,STEM,SUC,No,No Scholarship Recommended
12235,Rowena,Hernandez,17,Male,Single,Region VIII,Benguet,Other City/Municipality,Rural,2,BS Financial Management,Business,78.37,3.88,613000.0,5.0,Yes,No,No,No,No,Farmer,Public,ABM,Private HEI,No,No Scholarship Recommended
12236,Vanessa,Estrada,18,Male,Single,Region I,Other Province,Town Center,Urban,3,BS Agribusiness Management,Agriculture,82.46,3.34,802000.0,5.0,No,No,No,No,No,Unemployed,Public,STEM,SUC,No,No Scholarship Recommended
12237,Oliver,Delos Reyes,23,Female,Single,CAR,Benguet,Other City/Municipality,Urban,1,BS Agricultural Education,Agriculture,79.52,3.73,585000.0,7.0,No,No,No,No,No,Driver/Tricycle Operator,Public,STEM,LUC,No,No Scholarship Recommended
12238,Kristine,De Leon,21,Female,Single,Region II,Cagayan,San Agustin,Rural,2,BS Information Technology,IT/Computing,77.32,4.02,675000.0,4.0,No,No,No,No,No,Unemployed,Public,STEM,SUC,No,No Scholarship Recommended
12239,Jasmine,Ramos,18,Female,Single,Region II,Cagayan,Burgos,Urban,1,BS Fisheries,Agriculture,83.84,3.15,578000.0,4.0,Yes,No,No,No,No,Government Employee,Public,STEM,SUC,No,No Scholarship Recommended
12240,Mark,Cabauatan,25,Female,Single,NCR,Metro Manila,Town Center,Rural,1,Bachelor of Elementary Education,Education,80.63,3.58,722000.0,5.0,No,No,No,No,No,Sugarcane Farmer,Private,Academic (HUMSS/GAS),SUC,No,No Scholarship Recommended
12241,Ryan,Pagulayan,25,Female,Single,Region II,Cagayan,Other City/Municipality,Urban,4,BS Tourism Management,Hospitality,81.86,3.42,729000.0,7.0,No,No,No,No,No,Fisherfolk,Public,STEM,Unknown,No,No Scholarship Recommended
12242,Mark,Hernandez,24,Male,Single,NCR,Other Province,City Proper,Rural,4,Bachelor of Elementary Education,Education,84.53,3.06,698000.0,7.0,Yes,No,No,No,No,Construction Worker,Public,Academic (HUMSS/GAS),Private HEI,No,No Scholarship Recommended
12243,Hannah,Bernardo,22,Female,Single,Region II,Isabela,Echague,Rural,1,BS Electronics Engineering,Engineering,86.11,2.85,740000.0,6.0,No,No,No,No,No,Construction Worker,Public,STEM,SUC,No,No Scholarship Recommended
12244,Marvin,Ilagan,22,Male,Single,Region II,Cagayan,Cabagan,Urban,3,BA Public Administration,Social Sciences,80.32,3.62,745000.0,7.0,No,No,No,No,No,Construction Worker,Private,Academic (HUMSS/GAS),SUC,No,No Scholarship Recommended
12245,Nancy,Panganiban,21,Male,Single,Region II,Cagayan,Tumauini,Urban,3,BS Mechanical Engineering,Engineering,81.23,3.5,602000.0,8.0,No,No,No,No,Yes,Self-Employed,Public,STEM,Private HEI,No,No Scholarship Recommended
12246,Christian,Domingo,22,Female,Single,Region III,Other Province,City Proper,Rural,2,BS Fisheries,Agriculture,84.11,3.12,472000.0,6.0,No,No,No,No,No,Fisherfolk,Public,STEM,LUC,Yes,No Scholarship Recommended
12247,Karen,Flores,23,Female,Single,NCR,Other Province,Town Center,Rural,2,BS Information Systems,IT/Computing,78.51,3.87,519000.0,4.0,Yes,No,Yes,No,No,Construction Worker,Public,STEM,SUC,No,No Scholarship Recommended
12248,Nicole,Tobias,23,Male,Single,Region VI,Capiz,Municipal Hall Area,Urban,2,BS Agricultural Economics,Agriculture,79.46,3.74,482000.0,5.0,No,No,No,No,No,Sugarcane Farmer,Private,STEM,SUC,No,No Scholarship Recommended
12249,Carlo,Manalo,22,Female,Single,Region VI,Other Province,Town Center,Rural,1,BS Information Systems,IT/Computing,84.55,3.06,717000.0,3.0,No,No,No,No,Yes,Fisherfolk,Public,STEM,SUC,No,No Scholarship Recommended
12250,Patricia,Cagurangan,17,Male,Single,CAR,Benguet,Other City/Municipality,Rural,4,BA Public Administration,Social Sciences,82.5,3.33,585000.0,6.0,No,No,No,No,No,Unemployed,Public,STEM,SUC,Yes,No Scholarship Recommended
12251,Riza,Ramos,24,Male,Single,Region II,Cagayan,Cabagan,Rural,2,BS Pharmacy,Health Sciences,86.57,2.79,819000.0,4.0,No,No,Yes,No,No,Government Employee,Public,STEM,SUC,No,No Scholarship Recommended
12252,Rowena,Tobias,22,Female,Single,Region III,Ifugao,City Proper,Rural,3,BS Hotel and Restaurant Management,Hospitality,77.78,3.96,723000.0,6.0,No,No,No,No,No,Fisherfolk,Public,STEM,SUC,No,No Scholarship Recommended
12253,Glenda,De Leon,18,Male,Single,Region II,Isabela,Reina Mercedes,Urban,1,BS Agricultural Education,Education,79.94,3.67,453000.0,5.0,No,No,No,No,No,Construction Worker,Public,Academic (HUMSS/GAS),SUC,No,No Scholarship Recommended
12254,Paolo,Valencia,22,Female,Single,Region I,Ilocos Sur,Other City/Municipality,Urban,1,BS Biology,Science,82.5,3.33,638000.0,5.0,No,No,No,No,No,Driver/Tricycle Operator,Public,STEM,Private HEI,Yes,No Scholarship Recommended
12255,Ryan,Caballero,22,Female,Married,CAR,Ifugao,City Proper,Rural,3,BS Computer Science,IT/Computing,83.03,3.26,543000.0,6.0,No,No,No,No,No,Government Employee,Public,STEM,SUC,No,No Scholarship Recommended
12256,Angelo,Gonzales,17,Male,Single,Region III,Benguet,Municipal Hall Area,Urban,2,BS Agricultural Education,Agriculture,82.17,3.38,628000.0,5.0,Yes,No,No,No,No,OFW,Private,STEM,SUC,No,No Scholarship Recommended
12257,Michael,Tobias,19,Female,Single,Region I,Ilocos Sur,Other City/Municipality,Rural,3,BS Hospitality Management,Hospitality,76.07,4.19,568000.0,4.0,No,No,No,No,No,Sugarcane Farmer,Private,TVL/ABM,Unknown,No,No Scholarship Recommended
12258,Kevin,Agcaoili,18,Female,Single,Region I,Ilocos Norte,City Proper,Rural,4,BS Information Systems,IT/Computing,77.4,4.01,789000.0,3.0,Yes,No,No,No,No,OFW,Private,STEM,SUC,No,No Scholarship Recommended
12259,Maria,Estrada,19,Female,Single,Region II,Cagayan,Tumauini,Rural,4,BS Midwifery,Health Sciences,81.9,3.41,649000.0,6.0,No,No,No,No,No,Self-Employed,Public,STEM,SUC,Yes,No Scholarship Recommended
12260,Liza,Rivera,23,Female,Single,Region II,Cagayan,Cabagan,Rural,1,BS Hotel and Restaurant Management,Hospitality,75.3,4.29,877000.0,3.0,No,No,No,No,No,Farmer,Public,ABM,SUC,No,No Scholarship Recommended
12261,Riza,Ramos,20,Female,Single,Region V,Sorsogon,Other City/Municipality,Rural,2,BS Financial Management,Business,77.6,3.99,565000.0,9.0,No,No,No,No,No,OFW,Private,ABM,Private HEI,No,No Scholarship Recommended
12262,Jessa,Durano,21,Male,Single,NCR,Metro Manila,Municipal Hall Area,Urban,1,BS Accountancy,Business,80.83,3.56,648000.0,8.0,No,No,No,No,No,Self-Employed,Public,ABM,Private HEI,No,No Scholarship Recommended
12263,Kenneth,Javier,23,Female,Single,Region I,Pangasinan,Municipal Hall Area,Rural,1,BA Public Administration,Social Sciences,77.98,3.94,802000.0,2.0,Yes,No,No,No,No,Government Employee,Public,Academic (HUMSS/GAS),Private HEI,No,No Scholarship Recommended
12264,Daniel,Mendoza,20,Male,Single,Region II,Isabela,Naguilian,Urban,2,BS Business Administration,Business,81.5,3.47,546000.0,7.0,No,No,No,No,No,Government Employee,Public,ABM,SUC,No,No Scholarship Recommended
12265,Rowena,Gonzales,23,Male,Single,Region I,Ilocos Sur,Municipal Hall Area,Rural,2,BS Marketing Management,Business,80.39,3.61,780000.0,8.0,No,No,No,No,No,Construction Worker,Private,ABM,Private HEI,No,No Scholarship Recommended
12266,Eduardo,Durano,25,Male,Single,Region II,Isabela,Tumauini,Rural,4,BS Hospitality Management,Hospitality,77.94,3.94,729000.0,4.0,No,No,No,No,No,Sugarcane Farmer,Private,STEM,LUC,No,No Scholarship Recommended
12267,Kenneth,Valencia,23,Male,Single,Region II,Cagayan,San Agustin,Rural,4,BS Business Administration,Business,78.02,3.93,768000.0,6.0,No,No,No,No,No,Fisherfolk,Public,STEM,SUC,No,No Scholarship Recommended
12268,Bryan,Lagman,23,Female,Single,CAR,Other Province,Town Center,Rural,1,BS Fisheries,Agriculture,85.17,2.98,750000.0,5.0,No,No,No,No,No,Self-Employed,Private,STEM,Private HEI,No,No Scholarship Recommended
12269,Rowena,Castillo,24,Female,Single,Region II,Isabela,Jones,Urban,3,BS Agricultural Economics,Agriculture,82.04,3.39,708000.0,7.0,No,No,No,No,No,Driver/Tricycle Operator,Public,STEM,LUC,No,No Scholarship Recommended
12270,Rommel,Flores,22,Male,Single,Region VIII,Leyte,City Proper,Urban,1,BS Pharmacy,Health Sciences,81.57,3.46,497000.0,5.0,No,No,No,No,Yes,Vendor/Small Business,Public,STEM,SUC,No,No Scholarship Recommended
12271,Jessa,Agcaoili,23,Female,Married,NCR,Other Province,Town Center,Urban,4,BS Agricultural Education,Education,80.89,3.55,719000.0,8.0,No,No,No,No,No,Unemployed,Public,STEM,SUC,No,No Scholarship Recommended
12272,Florante,Ybañez,18,Female,Single,Region II,Isabela,Cauayan City,Urban,2,BS Agricultural Economics,Agriculture,77.52,4.0,629000.0,5.0,No,No,No,No,No,Private Employee,Public,STEM,SUC,No,No Scholarship Recommended
12273,Kevin,Ybañez,21,Female,Single,Region II,Nueva Vizcaya,Cabagan,Rural,1,BS Computer Science,IT/Computing,78.72,3.84,675000.0,5.0,No,No,No,No,No,Government Employee,Public,STEM,Private HEI,No,No Scholarship Recommended
12274,Victor,Bernardo,22,Male,Single,Region II,Cagayan,San Agustin,Rural,4,BA Political Science,Social Sciences,78.47,3.87,630000.0,7.0,No,Yes,No,No,No,Fisherfolk,Public,Academic (HUMSS/GAS),LUC,No,No Scholarship Recommended
12275,Bryan,Soriano,21,Male,Married,Region III,Mountain Province,City Proper,Urban,3,BS Agricultural Education,Education,78.53,3.86,755000.0,7.0,Yes,No,No,No,No,Coconut Farmer,Public,STEM,LUC,No,No Scholarship Recommended
12276,Jose,Santiago,25,Male,Single,Region II,Cagayan,Santiago City,Rural,3,BS Accountancy,Business,82.62,3.32,562000.0,2.0,No,No,No,No,No,Government Employee,Public,ABM,Private HEI,No,No Scholarship Recommended
12277,Carlo,Villanueva,21,Male,Single,Region V,Other Province,City Proper,Rural,3,BS Pharmacy,Health Sciences,78.59,3.85,719000.0,2.0,No,No,No,No,No,OFW,Public,STEM,SUC,No,No Scholarship Recommended
12278,Nancy,Castillo,17,Female,Single,Region VI,Negros Occidental,City Proper,Urban,3,BA Communication,Social Sciences,83.45,3.21,556000.0,6.0,No,No,Yes,No,No,Vendor/Small Business,Public,Academic (HUMSS/GAS),SUC,No,No Scholarship Recommended
12279,Gina,Soriano,21,Male,Single,Region II,Cagayan,Alicia,Rural,1,BS Agricultural Education,Education,79.79,3.69,457000.0,4.0,No,No,No,No,No,Farmer,Private,Academic (HUMSS/GAS),Private HEI,No,No Scholarship Recommended
12280,Michael,Reyes,23,Male,Single,Region II,Cagayan,Burgos,Rural,3,BS Electrical Engineering,Engineering,81.22,3.5,647000.0,3.0,No,No,No,No,No,Farmer,Public,STEM,SUC,No,No Scholarship Recommended
12281,Jasmine,Ybañez,19,Female,Single,Region II,Cagayan,Divilacan,Rural,1,BS Electrical Engineering,Engineering,80.59,3.59,752000.0,5.0,No,No,No,No,No,Private Employee,Public,STEM,Unknown,No,No Scholarship Recommended
12282,Bryan,Agcaoili,21,Female,Single,CAR,Benguet,Other City/Municipality,Rural,4,BS Information Systems,IT/Computing,83.15,3.25,590000.0,9.0,No,No,No,No,No,Private Employee,Public,STEM,SUC,No,No Scholarship Recommended
12283,Jenny,Javier,21,Female,Married,Region III,Other Province,Municipal Hall Area,Urban,2,BS Electronics Engineering,Engineering,84.92,3.01,709000.0,3.0,Yes,No,No,No,No,Private Employee,Public,STEM,Private HEI,No,No Scholarship Recommended
12284,Yna,Pagulayan,21,Male,Single,Region VIII,Other Province,City Proper,Urban,4,BS Information Technology,IT/Computing,77.25,4.03,644000.0,7.0,No,No,No,No,No,Coconut Farmer,Public,STEM,SUC,No,No Scholarship Recommended
12285,Jasmine,Manalo,20,Female,Single,Region II,Cagayan,Other City/Municipality,Rural,2,BS Civil Engineering,Engineering,86.86,2.75,557000.0,4.0,No,No,No,No,No,Vendor/Small Business,Public,STEM,LUC,Yes,No Scholarship Recommended
12286,Ana,Ilagan,24,Male,Single,NCR,Metro Manila,Town Center,Urban,1,BS Mechanical Engineering,Engineering,77.7,3.97,764000.0,2.0,No,No,No,No,No,Construction Worker,Public,STEM,Private HEI,No,No Scholarship Recommended
12287,Andrei,Panganiban,25,Male,Single,Region I,La Union,City Proper,Rural,2,BS Hospitality Management,Hospitality,80.06,3.66,607000.0,4.0,No,No,No,No,No,Coconut Farmer,Public,TVL/ABM,SUC,No,No Scholarship Recommended
12288,Victor,Ballesteros,19,Female,Single,Region VIII,Davao del Sur,Town Center,Urban,3,BS Nursing,Health Sciences,78.85,3.82,740000.0,2.0,Yes,No,No,No,No,Fisherfolk,Public,STEM,Private HEI,No,No Scholarship Recommended
12289,Nancy,Hernandez,18,Female,Single,Region I,Ilocos Norte,Town Center,Urban,3,BA Sociology,Social Sciences,85.98,2.87,501000.0,2.0,No,No,No,No,Yes,Fisherfolk,Private,STEM,Private HEI,No,No Scholarship Recommended
12290,Jenny,Ilagan,20,Male,Single,Region II,Cagayan,San Agustin,Urban,1,BS Information Systems,IT/Computing,76.99,4.07,709000.0,4.0,No,No,Yes,No,No,Fisherfolk,Public,STEM,Private HEI,No,No Scholarship Recommended
12291,Juan,Guerrero,25,Male,Single,Region II,Cagayan,Reina Mercedes,Rural,1,BS Psychology,Social Sciences,83.21,3.24,772000.0,3.0,No,No,No,No,No,Fisherfolk,Public,Academic (HUMSS/GAS),SUC,No,No Scholarship Recommended
12292,Daniel,Delos Reyes,21,Female,Single,Region III,Mountain Province,City Proper,Rural,2,BA Public Administration,Social Sciences,83.55,3.19,737000.0,5.0,No,No,No,No,No,Private Employee,Private,Academic (HUMSS/GAS),Private HEI,No,No Scholarship Recommended
12293,Precious,Gonzales,22,Female,Single,NCR,Other Province,Other City/Municipality,Urban,3,BA Political Science,Social Sciences,80.03,3.66,807000.0,6.0,No,No,No,No,No,Coconut Farmer,Public,Academic (HUMSS/GAS),Private HEI,No,No Scholarship Recommended
12294,John,Lumaban,19,Female,Single,Region II,Isabela,Ilagan City,Urban,2,BS Business Administration,Business,79.39,3.75,775000.0,4.0,No,No,No,No,No,Unemployed,Public,ABM,SUC,No,No Scholarship Recommended
12295,Ivan,Pagulayan,25,Male,Single,Region VIII,Other Province,City Proper,Rural,2,BS Nutrition and Dietetics,Health Sciences,78.28,3.9,730000.0,7.0,No,No,No,No,No,Government Employee,Public,STEM,Private HEI,No,No Scholarship Recommended
12296,Rowena,Delos Reyes,20,Female,Single,NCR,Other Province,Municipal Hall Area,Urban,4,Bachelor of Elementary Education,Education,80.47,3.6,801000.0,4.0,No,No,No,No,No,Unemployed,Public,Academic (HUMSS/GAS),LUC,No,No Scholarship Recommended
12297,Nancy,Ballesteros,22,Female,Married,Region II,Isabela,Ilagan City,Rural,1,Bachelor of Secondary Education,Education,79.46,3.74,643000.0,5.0,No,No,No,No,No,Construction Worker,Public,STEM,SUC,No,No Scholarship Recommended
12298,Noel,Valencia,19,Female,Single,Region II,Cagayan,Divilacan,Urban,1,BS Computer Engineering,Engineering,75.48,4.27,759000.0,2.0,No,No,No,No,No,Vendor/Small Business,Public,STEM,SUC,No,No Scholarship Recommended
12299,Oliver,Ramos,19,Male,Single,Region II,Nueva Vizcaya,Reina Mercedes,Rural,3,BS Business Administration,Business,77.95,3.94,694000.0,6.0,No,No,No,No,No,OFW,Public,ABM,SUC,No,No Scholarship Recommended
12300,Angelo,Lumaban,21,Male,Single,Region I,La Union,City Proper,Rural,4,BS Psychology,Social Sciences,83.49,3.2,727000.0,9.0,No,No,No,No,No,OFW,Public,Academic (HUMSS/GAS),Private HEI,Yes,No Scholarship Recommended
